size;resolution;nanoseconds
5;1280x720;996100
4;640x360;172400
3;320x180;44000
2;160x90;10800
1;80x45;2800
5;1280x720;1041000
4;640x360;185900
3;320x180;79000
2;160x90;11000
1;80x45;3000
5;1280x720;973100
4;640x360;172800
3;320x180;43100
2;160x90;10200
1;80x45;3100
5;1280x720;1109900
4;640x360;194600
3;320x180;42200
2;160x90;10600
1;80x45;2800
5;1280x720;1866000
4;640x360;400700
3;320x180;100500
2;160x90;35800
1;80x45;6700
5;1280x720;955300
4;640x360;168600
3;320x180;42200
2;160x90;20100
1;80x45;4400
5;1280x720;1304600
4;640x360;176500
3;320x180;49000
2;160x90;11400
1;80x45;2800
5;1280x720;937500
4;640x360;172800
3;320x180;42400
2;160x90;11500
1;80x45;2900
5;1280x720;1024200
4;640x360;170100
3;320x180;42700
2;160x90;10600
1;80x45;2700
5;1280x720;2255500
4;640x360;315400
3;320x180;53400
2;160x90;11400
1;80x45;3500
5;1280x720;1135500
4;640x360;171800
3;320x180;44000
2;160x90;10700
1;80x45;2800
5;1280x720;945900
4;640x360;170500
3;320x180;41700
2;160x90;10200
1;80x45;3300
5;1280x720;868200
4;640x360;169900
3;320x180;41900
2;160x90;10700
1;80x45;2800
5;1280x720;1978800
4;640x360;313400
3;320x180;49100
2;160x90;10600
1;80x45;3500
5;1280x720;1060600
4;640x360;184800
3;320x180;43300
2;160x90;10500
1;80x45;2700
5;1280x720;1456300
4;640x360;475700
3;320x180;118900
2;160x90;27000
1;80x45;7600
5;1280x720;1188300
4;640x360;166300
3;320x180;46200
2;160x90;10600
1;80x45;3000
5;1280x720;976000
4;640x360;181100
3;320x180;43700
2;160x90;11300
1;80x45;2900
5;1280x720;1198600
4;640x360;174400
3;320x180;64000
2;160x90;20600
1;80x45;3200
5;1280x720;1591100
4;640x360;433700
3;320x180;108600
2;160x90;36600
1;80x45;7500
5;1280x720;1462800
4;640x360;174400
3;320x180;41600
2;160x90;10300
1;80x45;2700
5;1280x720;2252800
4;640x360;381300
3;320x180;94800
2;160x90;34000
1;80x45;6600
5;1280x720;1050400
4;640x360;168200
3;320x180;48800
2;160x90;11800
1;80x45;2800
5;1280x720;1081100
4;640x360;362800
3;320x180;94400
2;160x90;23700
1;80x45;6100
5;1280x720;1911400
4;640x360;169100
3;320x180;45700
2;160x90;10800
1;80x45;3100
5;1280x720;2116600
4;640x360;450600
3;320x180;103600
2;160x90;26100
1;80x45;6900
5;1280x720;889000
4;640x360;175700
3;320x180;43400
2;160x90;10800
1;80x45;2700
5;1280x720;989700
4;640x360;166800
3;320x180;41900
2;160x90;11200
1;80x45;2800
5;1280x720;2474000
4;640x360;391900
3;320x180;101700
2;160x90;24500
1;80x45;6300
5;1280x720;1739900
4;640x360;272300
3;320x180;66900
2;160x90;16300
1;80x45;4400
5;1280x720;1233100
4;640x360;167200
3;320x180;42100
2;160x90;10400
1;80x45;3100
5;1280x720;893000
4;640x360;181400
3;320x180;40300
2;160x90;10100
1;80x45;2800
5;1280x720;892300
4;640x360;168200
3;320x180;42800
2;160x90;15100
1;80x45;2900
5;1280x720;1398600
4;640x360;234200
3;320x180;52900
2;160x90;13600
1;80x45;3900
5;1280x720;887700
4;640x360;166900
3;320x180;42000
2;160x90;10700
1;80x45;2700
5;1280x720;892300
4;640x360;192100
3;320x180;43400
2;160x90;11100
1;80x45;3300
5;1280x720;3224400
4;640x360;597000
3;320x180;147400
2;160x90;37200
1;80x45;9500
5;1280x720;961300
4;640x360;171300
3;320x180;44600
2;160x90;10800
1;80x45;2800
5;1280x720;1492800
4;640x360;399000
3;320x180;99700
2;160x90;24200
1;80x45;6300
5;1280x720;963800
4;640x360;196300
3;320x180;42300
2;160x90;10700
1;80x45;2900
5;1280x720;1342800
4;640x360;174600
3;320x180;43200
2;160x90;10200
1;80x45;2900
5;1280x720;939600
4;640x360;169300
3;320x180;42500
2;160x90;10200
1;80x45;3300
5;1280x720;951200
4;640x360;204100
3;320x180;49600
2;160x90;10500
1;80x45;3000
5;1280x720;972600
4;640x360;172300
3;320x180;41400
2;160x90;10300
1;80x45;2900
5;1280x720;918900
4;640x360;171400
3;320x180;43600
2;160x90;10900
1;80x45;3100
5;1280x720;1051900
4;640x360;181400
3;320x180;43200
2;160x90;10200
1;80x45;3300
5;1280x720;2214700
4;640x360;394600
3;320x180;95700
2;160x90;24600
1;80x45;6500
5;1280x720;1179100
4;640x360;177300
3;320x180;44100
2;160x90;20600
1;80x45;3100
5;1280x720;989900
4;640x360;182200
3;320x180;51100
2;160x90;11400
1;80x45;3300
5;1280x720;894900
4;640x360;177600
3;320x180;41100
2;160x90;10600
1;80x45;2900
5;1280x720;1104700
4;640x360;292500
3;320x180;91400
2;160x90;27500
1;80x45;5000
5;1280x720;1131100
4;640x360;184400
3;320x180;42300
2;160x90;10500
1;80x45;2900
5;1280x720;1949100
4;640x360;219500
3;320x180;51400
2;160x90;10200
1;80x45;3100
5;1280x720;1720300
4;640x360;366700
3;320x180;87800
2;160x90;21800
1;80x45;6100
5;1280x720;898700
4;640x360;168100
3;320x180;42100
2;160x90;11100
1;80x45;2700
5;1280x720;1183400
4;640x360;171200
3;320x180;42300
2;160x90;10500
1;80x45;2800
5;1280x720;1449500
4;640x360;415700
3;320x180;103800
2;160x90;24700
1;80x45;6500
5;1280x720;927900
4;640x360;218300
3;320x180;46900
2;160x90;10200
1;80x45;2800
5;1280x720;2284500
4;640x360;365900
3;320x180;115300
2;160x90;23000
1;80x45;6000
5;1280x720;2036400
4;640x360;372700
3;320x180;111600
2;160x90;23400
1;80x45;6500
5;1280x720;2033400
4;640x360;379600
3;320x180;119900
2;160x90;23000
1;80x45;6100
5;1280x720;1266900
4;640x360;242100
3;320x180;90900
2;160x90;24000
1;80x45;6200
5;1280x720;977000
4;640x360;177200
3;320x180;42200
2;160x90;10800
1;80x45;2700
5;1280x720;2051400
4;640x360;360800
3;320x180;99000
2;160x90;23000
1;80x45;6200
5;1280x720;1646900
4;640x360;176200
3;320x180;41700
2;160x90;10700
1;80x45;3100
5;1280x720;1138600
4;640x360;170900
3;320x180;41900
2;160x90;10500
1;80x45;2900
5;1280x720;965500
4;640x360;210400
3;320x180;42400
2;160x90;10600
1;80x45;2700
5;1280x720;1268700
4;640x360;255500
3;320x180;61600
2;160x90;10700
1;80x45;3900
5;1280x720;1177200
4;640x360;214500
3;320x180;43000
2;160x90;10600
1;80x45;2700
5;1280x720;950800
4;640x360;176300
3;320x180;41400
2;160x90;10700
1;80x45;2900
5;1280x720;2218200
4;640x360;437100
3;320x180;89800
2;160x90;23300
1;80x45;6200
5;1280x720;1254800
4;640x360;216100
3;320x180;42300
2;160x90;10600
1;80x45;3300
5;1280x720;3215200
4;640x360;727300
3;320x180;200500
2;160x90;45000
1;80x45;11600
5;1280x720;948700
4;640x360;170100
3;320x180;42400
2;160x90;10800
1;80x45;2800
5;1280x720;1145100
4;640x360;189100
3;320x180;99400
2;160x90;18700
1;80x45;21500
5;1280x720;2126200
4;640x360;285000
3;320x180;70700
2;160x90;15400
1;80x45;4200
5;1280x720;1410400
4;640x360;259700
3;320x180;66800
2;160x90;16500
1;80x45;4200
5;1280x720;1025600
4;640x360;187300
3;320x180;45500
2;160x90;11200
1;80x45;3500
5;1280x720;1061700
4;640x360;254300
3;320x180;45900
2;160x90;10500
1;80x45;3100
5;1280x720;1100500
4;640x360;304200
3;320x180;44500
2;160x90;35500
1;80x45;3300
5;1280x720;1385700
4;640x360;255400
3;320x180;63000
2;160x90;21300
1;80x45;4000
5;1280x720;1105400
4;640x360;202100
3;320x180;46100
2;160x90;11200
1;80x45;3500
5;1280x720;1089000
4;640x360;187400
3;320x180;43100
2;160x90;11200
1;80x45;2700
5;1280x720;2190700
4;640x360;407400
3;320x180;100100
2;160x90;24400
1;80x45;6700
5;1280x720;1091200
4;640x360;340600
3;320x180;106800
2;160x90;16200
1;80x45;4300
5;1280x720;1616200
4;640x360;788500
3;320x180;191200
2;160x90;49200
1;80x45;12200
5;1280x720;1411300
4;640x360;271800
3;320x180;73700
2;160x90;17400
1;80x45;4500
5;1280x720;1330000
4;640x360;268400
3;320x180;65000
2;160x90;14800
1;80x45;3800
5;1280x720;1197500
4;640x360;187800
3;320x180;47300
2;160x90;11600
1;80x45;2900
5;1280x720;1108100
4;640x360;213400
3;320x180;44400
2;160x90;11200
1;80x45;3500
5;1280x720;1023700
4;640x360;188700
3;320x180;50400
2;160x90;12100
1;80x45;3300
5;1280x720;1119600
4;640x360;182800
3;320x180;44300
2;160x90;17700
1;80x45;4500
5;1280x720;1197800
4;640x360;205800
3;320x180;60100
2;160x90;11200
1;80x45;3400
5;1280x720;958500
4;640x360;177700
3;320x180;49000
2;160x90;11000
1;80x45;2900
5;1280x720;1708400
4;640x360;297100
3;320x180;76300
2;160x90;17300
1;80x45;4100
5;1280x720;989600
4;640x360;221600
3;320x180;45400
2;160x90;10900
1;80x45;3100
5;1280x720;999100
4;640x360;196800
3;320x180;47900
2;160x90;13000
1;80x45;3500
5;1280x720;1118400
4;640x360;208600
3;320x180;47100
2;160x90;12900
1;80x45;3700
5;1280x720;1177000
4;640x360;207400
3;320x180;46900
2;160x90;11600
1;80x45;2800
5;1280x720;1157300
4;640x360;177100
3;320x180;42400
2;160x90;10600
1;80x45;3400
5;1280x720;1111400
4;640x360;186200
3;320x180;44800
2;160x90;10800
1;80x45;3000
5;1280x720;1439500
4;640x360;304400
3;320x180;79000
2;160x90;18300
1;80x45;5400
5;1280x720;1191800
4;640x360;183900
3;320x180;44900
2;160x90;11000
1;80x45;3200
5;1280x720;1099100
4;640x360;186600
3;320x180;44800
2;160x90;12200
1;80x45;2900
5;1280x720;1001100
4;640x360;190200
3;320x180;60600
2;160x90;12000
1;80x45;3300
5;1280x720;997200
4;640x360;189000
3;320x180;45300
2;160x90;11100
1;80x45;3400
5;1280x720;1531000
4;640x360;298100
3;320x180;72400
2;160x90;17100
1;80x45;4300
5;1280x720;1439300
4;640x360;263500
3;320x180;54600
2;160x90;15400
1;80x45;3400
5;1280x720;1225200
4;640x360;179800
3;320x180;42200
2;160x90;10300
1;80x45;2600
5;1280x720;1434600
4;640x360;260600
3;320x180;70900
2;160x90;15200
1;80x45;4100
5;1280x720;1600200
4;640x360;260900
3;320x180;64400
2;160x90;14700
1;80x45;3900
5;1280x720;1047400
4;640x360;193500
3;320x180;44800
2;160x90;11300
1;80x45;3000
5;1280x720;1129300
4;640x360;182800
3;320x180;47200
2;160x90;11500
1;80x45;2800
5;1280x720;986200
4;640x360;186700
3;320x180;45400
2;160x90;10800
1;80x45;3000
5;1280x720;1010100
4;640x360;182800
3;320x180;59500
2;160x90;14800
1;80x45;20900
5;1280x720;960700
4;640x360;183800
3;320x180;43500
2;160x90;10700
1;80x45;3000
5;1280x720;1033300
4;640x360;196600
3;320x180;47100
2;160x90;11100
1;80x45;3300
5;1280x720;962100
4;640x360;230200
3;320x180;44300
2;160x90;11600
1;80x45;3000
5;1280x720;1149300
4;640x360;187800
3;320x180;47200
2;160x90;11800
1;80x45;2800
5;1280x720;925500
4;640x360;175500
3;320x180;42500
2;160x90;10900
1;80x45;2800
5;1280x720;1196600
4;640x360;199500
3;320x180;46100
2;160x90;11700
1;80x45;3100
5;1280x720;885900
4;640x360;187800
3;320x180;43700
2;160x90;10800
1;80x45;2900
5;1280x720;1111000
4;640x360;175100
3;320x180;43300
2;160x90;10600
1;80x45;2700
5;1280x720;913500
4;640x360;177400
3;320x180;43400
2;160x90;10200
1;80x45;2800
5;1280x720;976400
4;640x360;168600
3;320x180;42200
2;160x90;10200
1;80x45;2700
5;1280x720;1082700
4;640x360;168800
3;320x180;48700
2;160x90;10300
1;80x45;2900
5;1280x720;938100
4;640x360;178300
3;320x180;44400
2;160x90;15500
1;80x45;3100
5;1280x720;1208100
4;640x360;178800
3;320x180;42100
2;160x90;10800
1;80x45;3000
5;1280x720;954000
4;640x360;168000
3;320x180;43000
2;160x90;10300
1;80x45;2700
5;1280x720;947000
4;640x360;176400
3;320x180;44200
2;160x90;10300
1;80x45;3400
5;1280x720;1047600
4;640x360;217800
3;320x180;44800
2;160x90;21100
1;80x45;2700
5;1280x720;949100
4;640x360;192500
3;320x180;43100
2;160x90;10700
1;80x45;3000
5;1280x720;1323100
4;640x360;190200
3;320x180;47500
2;160x90;12400
1;80x45;2900
5;1280x720;875400
4;640x360;168100
3;320x180;41000
2;160x90;10100
1;80x45;3400
5;1280x720;1116700
4;640x360;178800
3;320x180;43100
2;160x90;11000
1;80x45;3200
5;1280x720;888400
4;640x360;174900
3;320x180;42200
2;160x90;10200
1;80x45;3200
5;1280x720;1161600
4;640x360;182300
3;320x180;42900
2;160x90;11600
1;80x45;2700
5;1280x720;977600
4;640x360;177700
3;320x180;41800
2;160x90;10200
1;80x45;2800
5;1280x720;1003000
4;640x360;172900
3;320x180;43700
2;160x90;11400
1;80x45;2800
5;1280x720;1085300
4;640x360;231700
3;320x180;50700
2;160x90;12400
1;80x45;3400
5;1280x720;962000
4;640x360;169000
3;320x180;41500
2;160x90;10400
1;80x45;3100
5;1280x720;1100300
4;640x360;184600
3;320x180;43300
2;160x90;10200
1;80x45;3300
5;1280x720;1056300
4;640x360;172600
3;320x180;43100
2;160x90;10800
1;80x45;2700
5;1280x720;945000
4;640x360;172300
3;320x180;42900
2;160x90;10600
1;80x45;3100
5;1280x720;2137500
4;640x360;411600
3;320x180;107800
2;160x90;23200
1;80x45;6000
5;1280x720;925700
4;640x360;175800
3;320x180;41600
2;160x90;10400
1;80x45;2900
5;1280x720;912100
4;640x360;230600
3;320x180;44000
2;160x90;10500
1;80x45;3100
5;1280x720;964800
4;640x360;198000
3;320x180;43800
2;160x90;10700
1;80x45;2800
5;1280x720;927100
4;640x360;182400
3;320x180;46300
2;160x90;11100
1;80x45;3100
5;1280x720;1066000
4;640x360;181400
3;320x180;43300
2;160x90;10700
1;80x45;2900
5;1280x720;1032700
4;640x360;171100
3;320x180;49300
2;160x90;11900
1;80x45;3100
5;1280x720;922100
4;640x360;173500
3;320x180;42700
2;160x90;26200
1;80x45;3300
5;1280x720;1174300
4;640x360;175800
3;320x180;44000
2;160x90;10800
1;80x45;2700
5;1280x720;952200
4;640x360;217200
3;320x180;52600
2;160x90;10900
1;80x45;3300
5;1280x720;1155200
4;640x360;209500
3;320x180;41000
2;160x90;10900
1;80x45;2700
5;1280x720;1205800
4;640x360;174900
3;320x180;41300
2;160x90;10200
1;80x45;2800
5;1280x720;1046100
4;640x360;179100
3;320x180;63900
2;160x90;13600
1;80x45;4300
5;1280x720;1111600
4;640x360;171600
3;320x180;41800
2;160x90;10600
1;80x45;2800
5;1280x720;1107400
4;640x360;241400
3;320x180;70800
2;160x90;18900
1;80x45;3200
5;1280x720;907400
4;640x360;173000
3;320x180;42200
2;160x90;10100
1;80x45;2800
5;1280x720;1096700
4;640x360;167200
3;320x180;45800
2;160x90;11100
1;80x45;3000
5;1280x720;883600
4;640x360;176500
3;320x180;42700
2;160x90;10200
1;80x45;2900
5;1280x720;1157900
4;640x360;176000
3;320x180;42800
2;160x90;10600
1;80x45;3100
5;1280x720;897900
4;640x360;187300
3;320x180;42600
2;160x90;10600
1;80x45;3300
5;1280x720;909000
4;640x360;172200
3;320x180;43000
2;160x90;10600
1;80x45;3200
5;1280x720;1613800
4;640x360;224900
3;320x180;43200
2;160x90;11700
1;80x45;2800
5;1280x720;914000
4;640x360;171400
3;320x180;43400
2;160x90;10800
1;80x45;2700
5;1280x720;1023200
4;640x360;181500
3;320x180;45300
2;160x90;11000
1;80x45;2800
5;1280x720;907400
4;640x360;196000
3;320x180;50800
2;160x90;10700
1;80x45;3000
5;1280x720;1171900
4;640x360;228400
3;320x180;47600
2;160x90;110600
1;80x45;3500
5;1280x720;1217100
4;640x360;219200
3;320x180;46700
2;160x90;14300
1;80x45;2800
5;1280x720;1126700
4;640x360;191700
3;320x180;45600
2;160x90;11300
1;80x45;3400
5;1280x720;1081400
4;640x360;220100
3;320x180;45100
2;160x90;11200
1;80x45;3400
5;1280x720;2079700
4;640x360;246400
3;320x180;42900
2;160x90;15700
1;80x45;3400
5;1280x720;992000
4;640x360;191300
3;320x180;47100
2;160x90;11900
1;80x45;2900
5;1280x720;1165200
4;640x360;435300
3;320x180;158300
2;160x90;25600
1;80x45;25100
5;1280x720;963500
4;640x360;201200
3;320x180;44200
2;160x90;10700
1;80x45;2700
5;1280x720;1228700
4;640x360;176800
3;320x180;42100
2;160x90;10300
1;80x45;3300
5;1280x720;1665600
4;640x360;168000
3;320x180;41600
2;160x90;10600
1;80x45;3100
5;1280x720;2435000
4;640x360;384700
3;320x180;93600
2;160x90;11200
1;80x45;2900
5;1280x720;1030200
4;640x360;166800
3;320x180;43500
2;160x90;10200
1;80x45;2700
5;1280x720;1039000
4;640x360;190000
3;320x180;46300
2;160x90;11400
1;80x45;3100
5;1280x720;1202900
4;640x360;225100
3;320x180;43900
2;160x90;11300
1;80x45;2800
5;1280x720;935200
4;640x360;172900
3;320x180;42500
2;160x90;10700
1;80x45;2900
5;1280x720;986500
4;640x360;215600
3;320x180;45400
2;160x90;11200
1;80x45;2800
5;1280x720;1194400
4;640x360;201700
3;320x180;54100
2;160x90;11000
1;80x45;3300
5;1280x720;1703200
4;640x360;340800
3;320x180;106600
2;160x90;19900
1;80x45;5300
5;1280x720;1015900
4;640x360;175400
3;320x180;43800
2;160x90;10600
1;80x45;3300
5;1280x720;971800
4;640x360;167300
3;320x180;48300
2;160x90;10300
1;80x45;2700
5;1280x720;923500
4;640x360;177400
3;320x180;48400
2;160x90;10800
1;80x45;2900
5;1280x720;2210900
4;640x360;417000
3;320x180;95700
2;160x90;24600
1;80x45;6400
5;1280x720;2089600
4;640x360;390800
3;320x180;116500
2;160x90;48200
1;80x45;9800
5;1280x720;950100
4;640x360;168100
3;320x180;50200
2;160x90;10800
1;80x45;3100
5;1280x720;2043600
4;640x360;172700
3;320x180;71700
2;160x90;19000
1;80x45;2700
5;1280x720;1099800
4;640x360;176000
3;320x180;41800
2;160x90;10600
1;80x45;2700
5;1280x720;997900
4;640x360;171400
3;320x180;42900
2;160x90;15600
1;80x45;3100
5;1280x720;1004700
4;640x360;168500
3;320x180;41400
2;160x90;11000
1;80x45;3300
5;1280x720;1041100
4;640x360;180200
3;320x180;44000
2;160x90;10900
1;80x45;3300
5;1280x720;1165100
4;640x360;260100
3;320x180;65900
2;160x90;14600
1;80x45;3800
5;1280x720;2318500
4;640x360;423600
3;320x180;43700
2;160x90;10900
1;80x45;9700
5;1280x720;1158700
4;640x360;170600
3;320x180;50000
2;160x90;11200
1;80x45;3000
5;1280x720;931500
4;640x360;234500
3;320x180;74400
2;160x90;10800
1;80x45;3500
5;1280x720;1043500
4;640x360;185700
3;320x180;43400
2;160x90;10300
1;80x45;3000
5;1280x720;2294700
4;640x360;395400
3;320x180;111500
2;160x90;24100
1;80x45;6800
5;1280x720;1829100
4;640x360;446000
3;320x180;92800
2;160x90;39600
1;80x45;5500
5;1280x720;974300
4;640x360;177300
3;320x180;42000
2;160x90;10300
1;80x45;2900
5;1280x720;866700
4;640x360;278500
3;320x180;67100
2;160x90;11000
1;80x45;2700
5;1280x720;2256600
4;640x360;417800
3;320x180;96900
2;160x90;24700
1;80x45;6600
5;1280x720;1296300
4;640x360;181800
3;320x180;60800
2;160x90;34400
1;80x45;4300
5;1280x720;1599700
4;640x360;363100
3;320x180;86500
2;160x90;22600
1;80x45;6300
5;1280x720;3749200
4;640x360;732500
3;320x180;185400
2;160x90;41900
1;80x45;10800
5;1280x720;1568600
4;640x360;281500
3;320x180;69900
2;160x90;15300
1;80x45;3900
5;1280x720;3745300
4;640x360;749400
3;320x180;180700
2;160x90;48000
1;80x45;11700
5;1280x720;3659900
4;640x360;798100
3;320x180;195900
2;160x90;47600
1;80x45;12000
5;1280x720;1066100
4;640x360;180500
3;320x180;42800
2;160x90;10400
1;80x45;2600
5;1280x720;1406100
4;640x360;267700
3;320x180;66500
2;160x90;15400
1;80x45;4100
5;1280x720;1423700
4;640x360;276900
3;320x180;67900
2;160x90;16800
1;80x45;4300
5;1280x720;3091300
4;640x360;628300
3;320x180;155500
2;160x90;23500
1;80x45;6600
5;1280x720;1355300
4;640x360;172900
3;320x180;48500
2;160x90;10800
1;80x45;3400
5;1280x720;1387400
4;640x360;255100
3;320x180;68900
2;160x90;14900
1;80x45;4100
5;1280x720;1479300
4;640x360;267600
3;320x180;64500
2;160x90;16200
1;80x45;4600
5;1280x720;1010100
4;640x360;176100
3;320x180;40800
2;160x90;10700
1;80x45;2900
5;1280x720;3682700
4;640x360;471300
3;320x180;130000
2;160x90;30400
1;80x45;6800
5;1280x720;1397400
4;640x360;300900
3;320x180;65300
2;160x90;15800
1;80x45;4600
5;1280x720;1565400
4;640x360;314700
3;320x180;93900
2;160x90;20200
1;80x45;17700
5;1280x720;2837700
4;640x360;606100
3;320x180;122200
2;160x90;30700
1;80x45;8400
5;1280x720;910400
4;640x360;276900
3;320x180;68100
2;160x90;16300
1;80x45;4700
5;1280x720;2649300
4;640x360;494800
3;320x180;120200
2;160x90;31300
1;80x45;8500
5;1280x720;1688400
4;640x360;284700
3;320x180;68200
2;160x90;18700
1;80x45;4600
5;1280x720;1576800
4;640x360;317000
3;320x180;73600
2;160x90;15900
1;80x45;4700
5;1280x720;2870600
4;640x360;859800
3;320x180;217100
2;160x90;46600
1;80x45;8100
5;1280x720;1217000
4;640x360;278900
3;320x180;92100
2;160x90;26800
1;80x45;5000
5;1280x720;1023300
4;640x360;182100
3;320x180;42000
2;160x90;10500
1;80x45;2700
5;1280x720;4088700
4;640x360;833100
3;320x180;204700
2;160x90;49000
1;80x45;12700
5;1280x720;1692900
4;640x360;287700
3;320x180;73400
2;160x90;17600
1;80x45;4200
5;1280x720;2461800
4;640x360;868000
3;320x180;205400
2;160x90;47900
1;80x45;12300
5;1280x720;1607200
4;640x360;334400
3;320x180;81700
2;160x90;20000
1;80x45;4200
5;1280x720;2600600
4;640x360;800500
3;320x180;206600
2;160x90;49000
1;80x45;12900
5;1280x720;1054900
4;640x360;172000
3;320x180;43300
2;160x90;10600
1;80x45;2700
5;1280x720;1090000
4;640x360;192500
3;320x180;52300
2;160x90;13700
1;80x45;3100
5;1280x720;1009000
4;640x360;179900
3;320x180;42800
2;160x90;10600
1;80x45;2700
5;1280x720;4072300
4;640x360;805200
3;320x180;190400
2;160x90;55600
1;80x45;12100
5;1280x720;3083300
4;640x360;283600
3;320x180;67300
2;160x90;16400
1;80x45;3800
5;1280x720;1697300
4;640x360;305600
3;320x180;66900
2;160x90;16800
1;80x45;4100
5;1280x720;1401600
4;640x360;295900
3;320x180;75400
2;160x90;16900
1;80x45;4600
5;1280x720;2522400
4;640x360;271200
3;320x180;71700
2;160x90;17600
1;80x45;4600
5;1280x720;1528700
4;640x360;274000
3;320x180;53800
2;160x90;12900
1;80x45;19000
5;1280x720;2071500
4;640x360;397700
3;320x180;104000
2;160x90;22400
1;80x45;6100
5;1280x720;1441500
4;640x360;282900
3;320x180;85700
2;160x90;29700
1;80x45;4600
5;1280x720;1071600
4;640x360;176900
3;320x180;41800
2;160x90;10900
1;80x45;2900
5;1280x720;1043100
4;640x360;176600
3;320x180;43600
2;160x90;10700
1;80x45;2700
5;1280x720;904800
4;640x360;179800
3;320x180;41600
2;160x90;10100
1;80x45;3300
5;1280x720;1014100
4;640x360;200700
3;320x180;51200
2;160x90;11600
1;80x45;2800
5;1280x720;1779100
4;640x360;338200
3;320x180;87600
2;160x90;17300
1;80x45;4600
5;1280x720;1271500
4;640x360;240000
3;320x180;51800
2;160x90;10900
1;80x45;2700
5;1280x720;949100
4;640x360;181400
3;320x180;42900
2;160x90;10500
1;80x45;2900
5;1280x720;975500
4;640x360;173000
3;320x180;42900
2;160x90;10400
1;80x45;2800
5;1280x720;994800
4;640x360;174500
3;320x180;41400
2;160x90;10100
1;80x45;2900
5;1280x720;1051900
4;640x360;177000
3;320x180;47200
2;160x90;10800
1;80x45;3200
5;1280x720;961700
4;640x360;170300
3;320x180;50800
2;160x90;10600
1;80x45;2800
5;1280x720;1048600
4;640x360;168200
3;320x180;43200
2;160x90;10400
1;80x45;2700
5;1280x720;1040500
4;640x360;205500
3;320x180;42500
2;160x90;10700
1;80x45;3300
5;1280x720;921600
4;640x360;167700
3;320x180;43800
2;160x90;10700
1;80x45;3100
5;1280x720;1271800
4;640x360;241900
3;320x180;57500
2;160x90;15700
1;80x45;6600
5;1280x720;1045500
4;640x360;177400
3;320x180;45100
2;160x90;10700
1;80x45;2800
5;1280x720;965200
4;640x360;169400
3;320x180;41500
2;160x90;12200
1;80x45;2900
5;1280x720;989000
4;640x360;180300
3;320x180;42800
2;160x90;11500
1;80x45;2800
5;1280x720;927900
4;640x360;194900
3;320x180;43900
2;160x90;11000
1;80x45;13000
5;1280x720;963800
4;640x360;168100
3;320x180;106100
2;160x90;25100
1;80x45;6300
5;1280x720;1041700
4;640x360;179000
3;320x180;46700
2;160x90;10100
1;80x45;2900
5;1280x720;1565400
4;640x360;242800
3;320x180;45700
2;160x90;12000
1;80x45;3000
5;1280x720;887100
4;640x360;174000
3;320x180;42800
2;160x90;10200
1;80x45;2800
5;1280x720;1186700
4;640x360;339300
3;320x180;87500
2;160x90;20900
1;80x45;5400
5;1280x720;2111100
4;640x360;423800
3;320x180;105600
2;160x90;24200
1;80x45;6400
5;1280x720;1184600
4;640x360;176200
3;320x180;41800
2;160x90;11000
1;80x45;2700
5;1280x720;1126000
4;640x360;170400
3;320x180;42200
2;160x90;10800
1;80x45;2800
5;1280x720;1973400
4;640x360;391200
3;320x180;98300
2;160x90;25300
1;80x45;6500
5;1280x720;1058900
4;640x360;183000
3;320x180;51000
2;160x90;10500
1;80x45;3000
5;1280x720;1039000
4;640x360;259300
3;320x180;42600
2;160x90;10300
1;80x45;2600
5;1280x720;972900
4;640x360;173700
3;320x180;41100
2;160x90;10600
1;80x45;3000
5;1280x720;1022700
4;640x360;200400
3;320x180;44600
2;160x90;11300
1;80x45;3100
5;1280x720;879200
4;640x360;172900
3;320x180;42200
2;160x90;11200
1;80x45;3300
5;1280x720;907900
4;640x360;208200
3;320x180;42700
2;160x90;10600
1;80x45;3100
5;1280x720;1294000
4;640x360;191300
3;320x180;48100
2;160x90;13600
1;80x45;3900
5;1280x720;953400
4;640x360;202300
3;320x180;51700
2;160x90;13500
1;80x45;3200
5;1280x720;1020900
4;640x360;214300
3;320x180;60300
2;160x90;11300
1;80x45;3000
5;1280x720;1025900
4;640x360;347600
3;320x180;70200
2;160x90;15700
1;80x45;2800
5;1280x720;1043200
4;640x360;226700
3;320x180;61300
2;160x90;10900
1;80x45;3500
5;1280x720;961500
4;640x360;183300
3;320x180;47900
2;160x90;10900
1;80x45;3600
5;1280x720;1250400
4;640x360;225400
3;320x180;42400
2;160x90;10600
1;80x45;3300
5;1280x720;1981600
4;640x360;357200
3;320x180;87200
2;160x90;23100
1;80x45;6300
5;1280x720;982200
4;640x360;184800
3;320x180;54100
2;160x90;11600
1;80x45;2900
5;1280x720;1113900
4;640x360;170700
3;320x180;44100
2;160x90;11000
1;80x45;2700
5;1280x720;895400
4;640x360;177000
3;320x180;42500
2;160x90;10600
1;80x45;2900
5;1280x720;937400
4;640x360;173800
3;320x180;43200
2;160x90;10900
1;80x45;3100
5;1280x720;1053500
4;640x360;181900
3;320x180;50300
2;160x90;11300
1;80x45;3100
5;1280x720;1035600
4;640x360;185100
3;320x180;44100
2;160x90;11100
1;80x45;3100
5;1280x720;916700
4;640x360;168100
3;320x180;42400
2;160x90;10500
1;80x45;2900
5;1280x720;879100
4;640x360;168300
3;320x180;48100
2;160x90;11400
1;80x45;5400
5;1280x720;1030800
4;640x360;175200
