size;resolution;nanoseconds
5;1280x720;1990000
4;640x360;629800
3;320x180;405100
2;160x90;315600
1;80x45;274400
5;1280x720;2608900
4;640x360;741300
3;320x180;453600
2;160x90;432200
1;80x45;302600
5;1280x720;1810100
4;640x360;570400
3;320x180;335700
2;160x90;301800
1;80x45;286800
5;1280x720;1818200
4;640x360;547700
3;320x180;409900
2;160x90;484500
1;80x45;522900
5;1280x720;2303700
4;640x360;706000
3;320x180;358100
2;160x90;326900
1;80x45;279700
5;1280x720;2042900
4;640x360;639200
3;320x180;393600
2;160x90;446700
1;80x45;435400
5;1280x720;5964100
4;640x360;1647600
3;320x180;785200
2;160x90;577400
1;80x45;518400
5;1280x720;6057000
4;640x360;1622500
3;320x180;897700
2;160x90;601800
1;80x45;535800
5;1280x720;6500800
4;640x360;1604000
3;320x180;725200
2;160x90;532000
1;80x45;489900
5;1280x720;8178200
4;640x360;3660800
3;320x180;1990500
2;160x90;1481200
1;80x45;1188900
5;1280x720;6020900
4;640x360;1476200
3;320x180;696200
2;160x90;517600
1;80x45;449600
5;1280x720;6801500
4;640x360;1516600
3;320x180;807600
2;160x90;630900
1;80x45;545600
5;1280x720;6945000
4;640x360;1785400
3;320x180;998800
2;160x90;734500
1;80x45;596500
5;1280x720;5880300
4;640x360;1515800
3;320x180;750500
2;160x90;558200
1;80x45;501600
5;1280x720;6514900
4;640x360;1588100
3;320x180;827700
2;160x90;566400
1;80x45;523700
5;1280x720;5889000
4;640x360;1682100
3;320x180;833700
2;160x90;1228100
1;80x45;4019600
5;1280x720;6595400
4;640x360;1985900
3;320x180;1243800
2;160x90;1074500
1;80x45;1089500
5;1280x720;6651900
4;640x360;2117800
3;320x180;7792400
2;160x90;2423800
1;80x45;1951000
5;1280x720;2610600
4;640x360;637800
3;320x180;441000
2;160x90;335700
1;80x45;313900
5;1280x720;2085700
4;640x360;579600
3;320x180;392200
2;160x90;312100
1;80x45;283900
5;1280x720;2111000
4;640x360;615400
3;320x180;388700
2;160x90;334400
1;80x45;298900
5;1280x720;1945100
4;640x360;720500
3;320x180;498900
2;160x90;4205600
1;80x45;1229700
5;1280x720;2390900
4;640x360;696500
3;320x180;532500
2;160x90;430100
1;80x45;372400
5;1280x720;1831100
4;640x360;589600
3;320x180;370400
2;160x90;372400
1;80x45;298500
5;1280x720;5827600
4;640x360;1464500
3;320x180;701500
2;160x90;514500
1;80x45;473000
5;1280x720;6220600
4;640x360;1921600
3;320x180;1117700
2;160x90;920400
1;80x45;884100
5;1280x720;6503800
4;640x360;1554700
3;320x180;1131800
2;160x90;980000
1;80x45;887000
5;1280x720;6551500
4;640x360;1639500
3;320x180;1228800
2;160x90;1200800
1;80x45;879500
5;1280x720;6789200
4;640x360;1972100
3;320x180;1250700
2;160x90;559500
1;80x45;909100
5;1280x720;10918800
4;640x360;2009500
3;320x180;1280600
2;160x90;1176700
1;80x45;1099600
5;1280x720;6450800
4;640x360;1892500
3;320x180;1130600
2;160x90;939000
1;80x45;874200
5;1280x720;7019400
4;640x360;2114400
3;320x180;1288900
2;160x90;936300
1;80x45;880100
5;1280x720;7162400
4;640x360;2530400
3;320x180;1499700
2;160x90;647800
1;80x45;1022800
5;1280x720;7041600
4;640x360;2125700
3;320x180;1218200
2;160x90;1051100
1;80x45;929400
5;1280x720;6430900
4;640x360;2122600
3;320x180;1155000
2;160x90;929900
1;80x45;883700
5;1280x720;6736600
4;640x360;2142500
3;320x180;1024200
2;160x90;6713800
1;80x45;1025700
5;1280x720;6634500
4;640x360;1939000
3;320x180;1132400
2;160x90;1027000
1;80x45;466700
5;1280x720;6915700
4;640x360;1967600
3;320x180;1145500
2;160x90;1070000
1;80x45;980000
5;1280x720;7050900
4;640x360;2030400
3;320x180;1114800
2;160x90;955400
1;80x45;903700
5;1280x720;6746300
4;640x360;2160500
3;320x180;1311000
2;160x90;1202600
1;80x45;1257300
5;1280x720;6686100
4;640x360;1620200
3;320x180;1212000
2;160x90;960300
1;80x45;945300
5;1280x720;6742700
4;640x360;1968100
3;320x180;1095400
2;160x90;950400
1;80x45;875300
5;1280x720;7127300
4;640x360;7476000
3;320x180;1209900
2;160x90;957000
1;80x45;907300
5;1280x720;7583500
4;640x360;2618000
3;320x180;1713100
2;160x90;784300
1;80x45;578800
5;1280x720;6772800
4;640x360;1888200
3;320x180;1105600
2;160x90;928600
1;80x45;876400
5;1280x720;3583700
4;640x360;1851900
3;320x180;702300
2;160x90;696000
1;80x45;2162000
5;1280x720;2067100
4;640x360;587000
3;320x180;371200
2;160x90;314600
1;80x45;297100
5;1280x720;2077600
4;640x360;627900
3;320x180;378600
2;160x90;343300
1;80x45;306800
5;1280x720;1747100
4;640x360;560200
3;320x180;349900
2;160x90;340400
1;80x45;292300
5;1280x720;1982400
4;640x360;632500
3;320x180;342400
2;160x90;293200
1;80x45;266900
5;1280x720;2292900
4;640x360;1604700
3;320x180;586100
2;160x90;906800
1;80x45;1816100
5;1280x720;5255900
4;640x360;752200
3;320x180;533900
2;160x90;799300
1;80x45;950700
5;1280x720;2181800
4;640x360;775400
3;320x180;546900
2;160x90;411800
1;80x45;347500
5;1280x720;4297000
4;640x360;1375100
3;320x180;925600
2;160x90;803700
1;80x45;520700
5;1280x720;6685700
4;640x360;2424500
3;320x180;1408300
2;160x90;1208600
1;80x45;997600
5;1280x720;7127600
4;640x360;2137800
3;320x180;1413400
2;160x90;1077300
1;80x45;1038200
5;1280x720;6789300
4;640x360;2279400
3;320x180;1325900
2;160x90;1036400
1;80x45;966500
5;1280x720;6639300
4;640x360;2117500
3;320x180;1162800
2;160x90;916600
1;80x45;844600
5;1280x720;6892200
4;640x360;2431700
3;320x180;1593300
2;160x90;1125100
1;80x45;1100000
5;1280x720;7129100
4;640x360;1949900
3;320x180;1130500
2;160x90;986900
1;80x45;891000
5;1280x720;6858100
4;640x360;1978100
3;320x180;1135100
2;160x90;1160600
1;80x45;1195600
5;1280x720;7005200
4;640x360;1905000
3;320x180;1159500
2;160x90;1022300
1;80x45;1073800
5;1280x720;6755000
4;640x360;1974000
3;320x180;1156700
2;160x90;973300
1;80x45;917700
5;1280x720;2317300
4;640x360;600300
3;320x180;372800
2;160x90;320400
1;80x45;293500
5;1280x720;2067400
4;640x360;575100
3;320x180;377900
2;160x90;354200
1;80x45;298600
5;1280x720;2630500
4;640x360;864700
3;320x180;749900
2;160x90;526700
1;80x45;555600
5;1280x720;1804000
4;640x360;606100
3;320x180;346000
2;160x90;469900
1;80x45;286400
5;1280x720;2352000
4;640x360;663600
3;320x180;421400
2;160x90;395300
1;80x45;348200
5;1280x720;2540000
4;640x360;612600
3;320x180;414300
2;160x90;365300
1;80x45;330100
5;1280x720;2195600
4;640x360;812400
3;320x180;441700
2;160x90;444900
1;80x45;352100
5;1280x720;3745400
4;640x360;1031800
3;320x180;645800
2;160x90;590800
1;80x45;652300
5;1280x720;5924400
4;640x360;1620600
3;320x180;739200
2;160x90;519400
1;80x45;445700
5;1280x720;6017400
4;640x360;1607600
3;320x180;771700
2;160x90;532600
1;80x45;446500
5;1280x720;2350500
4;640x360;725000
3;320x180;454300
2;160x90;389200
1;80x45;338900
5;1280x720;3115200
4;640x360;840800
3;320x180;490400
2;160x90;420300
1;80x45;356300
5;1280x720;2441900
4;640x360;742500
3;320x180;462100
2;160x90;411700
1;80x45;459600
5;1280x720;1973400
4;640x360;675000
3;320x180;463500
2;160x90;332700
1;80x45;331900
5;1280x720;2001900
4;640x360;570700
3;320x180;379000
2;160x90;324400
1;80x45;289100
5;1280x720;1936800
4;640x360;573400
3;320x180;348500
2;160x90;306600
1;80x45;279700
5;1280x720;2255900
4;640x360;670100
3;320x180;411300
2;160x90;374000
1;80x45;364000
5;1280x720;3579900
4;640x360;1076100
3;320x180;614600
2;160x90;503500
1;80x45;508900
5;1280x720;3800300
4;640x360;1510800
3;320x180;661900
2;160x90;572300
1;80x45;566300
5;1280x720;6628400
4;640x360;1978400
3;320x180;1205200
2;160x90;1002200
1;80x45;977300
5;1280x720;7688100
4;640x360;3208300
3;320x180;2582100
2;160x90;1116500
1;80x45;1288900
5;1280x720;6249500
4;640x360;2749900
3;320x180;3244200
2;160x90;2178900
1;80x45;1223500
5;1280x720;6551800
4;640x360;1909900
3;320x180;1073100
2;160x90;1001100
1;80x45;527300
5;1280x720;4159400
4;640x360;1329700
3;320x180;921200
2;160x90;836400
1;80x45;914100
5;1280x720;3511400
4;640x360;999000
3;320x180;1732700
2;160x90;488300
1;80x45;439900
5;1280x720;5892600
4;640x360;1585200
3;320x180;970500
2;160x90;638100
1;80x45;580600
5;1280x720;6309100
4;640x360;1618300
3;320x180;761400
2;160x90;600800
1;80x45;516200
5;1280x720;5735900
4;640x360;1529900
3;320x180;793900
2;160x90;556700
1;80x45;486700
5;1280x720;6758200
4;640x360;1932100
3;320x180;1123500
2;160x90;866400
1;80x45;788400
5;1280x720;6528900
4;640x360;1897800
3;320x180;1197600
2;160x90;680700
1;80x45;575600
5;1280x720;6882900
4;640x360;1899900
3;320x180;1051200
2;160x90;822800
1;80x45;765400
5;1280x720;8908600
4;640x360;19338300
3;320x180;2451600
2;160x90;2041700
1;80x45;3067200
5;1280x720;6298800
4;640x360;4608100
3;320x180;1061800
2;160x90;874200
1;80x45;862700
5;1280x720;4012800
4;640x360;1080200
3;320x180;872400
2;160x90;853400
1;80x45;773100
5;1280x720;6587500
4;640x360;2050900
3;320x180;1097700
2;160x90;914100
1;80x45;937900
5;1280x720;6121300
4;640x360;1477900
3;320x180;800000
2;160x90;567400
1;80x45;511700
5;1280x720;5779800
4;640x360;1513300
3;320x180;768200
2;160x90;570900
1;80x45;525500
5;1280x720;6246600
4;640x360;2007100
3;320x180;763600
2;160x90;648800
1;80x45;540200
5;1280x720;5876500
4;640x360;1623000
3;320x180;797600
2;160x90;514000
1;80x45;511300
5;1280x720;5829800
4;640x360;1526600
3;320x180;764600
2;160x90;624000
1;80x45;542200
5;1280x720;6494000
4;640x360;1532400
3;320x180;707600
2;160x90;544000
1;80x45;478400
5;1280x720;5943400
4;640x360;1900500
3;320x180;1153000
2;160x90;942500
1;80x45;857200
5;1280x720;14526700
4;640x360;3721500
3;320x180;8504900
2;160x90;1996000
1;80x45;2482000
5;1280x720;4180200
4;640x360;1147900
3;320x180;622000
2;160x90;506800
1;80x45;710400
5;1280x720;6495700
4;640x360;1596000
3;320x180;749200
2;160x90;608700
1;80x45;512300
5;1280x720;6258000
4;640x360;2138900
3;320x180;858200
2;160x90;676000
1;80x45;527000
5;1280x720;5716700
4;640x360;1602600
3;320x180;833300
2;160x90;593400
1;80x45;479500
5;1280x720;6441400
4;640x360;2205800
3;320x180;860000
2;160x90;558700
1;80x45;575100
5;1280x720;6763400
4;640x360;1691400
3;320x180;850300
2;160x90;567100
1;80x45;517700
5;1280x720;6281300
4;640x360;2020400
3;320x180;836200
2;160x90;601200
1;80x45;530700
5;1280x720;6716900
4;640x360;1668000
3;320x180;771900
2;160x90;693300
1;80x45;614500
5;1280x720;5972300
4;640x360;1627800
3;320x180;772900
2;160x90;577300
1;80x45;490000
5;1280x720;6525000
4;640x360;2040700
3;320x180;1415400
2;160x90;1022300
1;80x45;1214300
5;1280x720;6934400
4;640x360;2090100
3;320x180;2341400
2;160x90;1389600
1;80x45;1602000
5;1280x720;6775200
4;640x360;2183300
3;320x180;1346700
2;160x90;1217400
1;80x45;1141800
5;1280x720;6502200
4;640x360;1967100
3;320x180;1059700
2;160x90;842800
1;80x45;812400
5;1280x720;6380200
4;640x360;1629900
3;320x180;839900
2;160x90;576700
1;80x45;549400
5;1280x720;6287100
4;640x360;1764100
3;320x180;863600
2;160x90;591000
1;80x45;531600
5;1280x720;5926800
4;640x360;1553600
3;320x180;728000
2;160x90;606800
1;80x45;707700
5;1280x720;6061300
4;640x360;1699900
3;320x180;879100
2;160x90;685600
1;80x45;594400
5;1280x720;6285200
4;640x360;1561800
3;320x180;1128100
2;160x90;937700
1;80x45;988600
5;1280x720;6286800
4;640x360;1869000
3;320x180;1107500
2;160x90;891500
1;80x45;845300
5;1280x720;6537600
4;640x360;1524800
3;320x180;701100
2;160x90;982100
1;80x45;839400
5;1280x720;7263700
4;640x360;2271900
3;320x180;1651900
2;160x90;1129500
1;80x45;1627500
5;1280x720;7989900
4;640x360;4359200
3;320x180;1735200
2;160x90;1347400
1;80x45;1636900
5;1280x720;3866700
4;640x360;1238400
3;320x180;649400
2;160x90;763900
1;80x45;656800
5;1280x720;6470700
4;640x360;2005500
3;320x180;1213700
2;160x90;1198300
1;80x45;941000
5;1280x720;6814600
4;640x360;1533600
3;320x180;733600
2;160x90;1007800
1;80x45;975800
5;1280x720;6526700
4;640x360;2445600
3;320x180;1624200
2;160x90;961900
1;80x45;809100
5;1280x720;6027700
4;640x360;1651200
3;320x180;868500
2;160x90;706100
1;80x45;626100
5;1280x720;6124800
4;640x360;1625300
3;320x180;887400
2;160x90;628500
1;80x45;558100
5;1280x720;6115900
4;640x360;1608200
3;320x180;805400
2;160x90;592800
1;80x45;512800
5;1280x720;5938600
4;640x360;1622800
3;320x180;844200
2;160x90;699800
1;80x45;534800
5;1280x720;6733900
4;640x360;1997600
3;320x180;1178300
2;160x90;966500
1;80x45;839200
5;1280x720;8210700
4;640x360;4197400
3;320x180;3916100
2;160x90;4004000
1;80x45;3958100
5;1280x720;6619700
4;640x360;1975400
3;320x180;1090800
2;160x90;1029000
1;80x45;965600
5;1280x720;4338700
4;640x360;1524400
3;320x180;1272200
2;160x90;885200
1;80x45;975000
5;1280x720;6471400
4;640x360;1627200
3;320x180;767500
2;160x90;653300
1;80x45;572400
5;1280x720;5905400
4;640x360;1635600
3;320x180;898700
2;160x90;650500
1;80x45;578800
5;1280x720;6215500
4;640x360;1976900
3;320x180;772500
2;160x90;618400
1;80x45;531800
5;1280x720;5798000
4;640x360;1517900
3;320x180;812900
2;160x90;582700
1;80x45;486700
5;1280x720;6304500
4;640x360;1964100
3;320x180;1320500
2;160x90;1146900
1;80x45;1390100
5;1280x720;6674400
4;640x360;2393000
3;320x180;1164600
2;160x90;834600
1;80x45;839000
5;1280x720;6354700
4;640x360;1716600
3;320x180;968300
2;160x90;729700
1;80x45;580200
5;1280x720;5938200
4;640x360;1524500
3;320x180;768000
2;160x90;558800
1;80x45;466200
5;1280x720;8467900
4;640x360;3303700
3;320x180;2948100
2;160x90;2665500
1;80x45;3312800
5;1280x720;6504800
4;640x360;1961800
3;320x180;1208000
2;160x90;984700
1;80x45;923000
5;1280x720;4398400
4;640x360;1491600
3;320x180;1015100
2;160x90;891900
1;80x45;855600
5;1280x720;6759900
4;640x360;2163300
3;320x180;1355700
2;160x90;1094300
1;80x45;889900
5;1280x720;5833000
4;640x360;1524200
3;320x180;735300
2;160x90;519000
1;80x45;472100
5;1280x720;6079200
4;640x360;1524300
3;320x180;728500
2;160x90;518200
1;80x45;461100
5;1280x720;6512700
4;640x360;1625700
3;320x180;747400
2;160x90;547000
1;80x45;490900
5;1280x720;6340400
4;640x360;2037500
3;320x180;721000
2;160x90;498600
1;80x45;478600
5;1280x720;6567800
4;640x360;2083900
3;320x180;794200
2;160x90;574900
1;80x45;503400
5;1280x720;6500500
4;640x360;2084400
3;320x180;1339300
2;160x90;962100
1;80x45;828400
5;1280x720;6588800
4;640x360;2028400
3;320x180;1189400
2;160x90;1131900
1;80x45;977800
5;1280x720;8400600
4;640x360;4498700
3;320x180;2717000
2;160x90;1943100
1;80x45;3684700
5;1280x720;3986100
4;640x360;1063900
3;320x180;605100
2;160x90;491400
1;80x45;439800
5;1280x720;5987700
4;640x360;1615800
3;320x180;812200
2;160x90;681500
1;80x45;479700
5;1280x720;5841200
4;640x360;1491800
3;320x180;740500
2;160x90;576200
1;80x45;500000
5;1280x720;6383000
4;640x360;2183700
3;320x180;1182300
2;160x90;966000
1;80x45;910000
5;1280x720;6456000
4;640x360;1521200
3;320x180;718500
2;160x90;541600
1;80x45;474900
5;1280x720;6717800
4;640x360;1533100
3;320x180;790200
2;160x90;592100
1;80x45;599100
5;1280x720;6133700
4;640x360;1601600
3;320x180;793800
2;160x90;541300
1;80x45;563400
5;1280x720;5876300
4;640x360;1539200
3;320x180;827400
2;160x90;678700
1;80x45;597500
5;1280x720;6756100
4;640x360;5836000
3;320x180;855700
2;160x90;1069500
1;80x45;960800
5;1280x720;8024100
4;640x360;4145900
3;320x180;3879300
2;160x90;3778900
1;80x45;4643900
5;1280x720;6927600
4;640x360;1963500
3;320x180;1109500
2;160x90;899200
1;80x45;1033800
5;1280x720;4181000
4;640x360;1203700
3;320x180;1113500
2;160x90;1015000
1;80x45;915700
5;1280x720;6219800
4;640x360;1957200
3;320x180;923700
2;160x90;634100
1;80x45;544500
5;1280x720;6793400
4;640x360;1893900
3;320x180;1146200
2;160x90;966000
1;80x45;904200
5;1280x720;6675500
4;640x360;2128400
3;320x180;1477900
2;160x90;1057200
1;80x45;945700
5;1280x720;7127100
4;640x360;2046500
3;320x180;1276600
2;160x90;1028500
1;80x45;1006200
5;1280x720;6551600
4;640x360;1918300
3;320x180;1152100
2;160x90;947400
1;80x45;996500
5;1280x720;6318600
4;640x360;1506500
3;320x180;1137600
2;160x90;962100
1;80x45;909200
5;1280x720;5906900
4;640x360;2059700
3;320x180;1287500
2;160x90;1136600
1;80x45;1067300
5;1280x720;7106300
4;640x360;1965200
3;320x180;1171300
2;160x90;1044700
1;80x45;880200
5;1280x720;6251600
4;640x360;1649400
3;320x180;1238500
2;160x90;1148600
1;80x45;1130200
5;1280x720;7061900
4;640x360;2274300
3;320x180;1292500
2;160x90;1056900
1;80x45;974400
5;1280x720;6481900
4;640x360;1578400
3;320x180;1200500
2;160x90;964000
1;80x45;866600
5;1280x720;6383500
4;640x360;2391200
3;320x180;1321400
2;160x90;1131900
1;80x45;1058200
5;1280x720;6758800
4;640x360;2300700
3;320x180;766300
2;160x90;554400
1;80x45;482900
5;1280x720;6893500
4;640x360;2005500
3;320x180;1286900
2;160x90;1054900
1;80x45;1092000
5;1280x720;6547800
4;640x360;1936900
3;320x180;1142000
2;160x90;952600
1;80x45;897900
5;1280x720;7157300
4;640x360;2290600
3;320x180;1190400
2;160x90;1984400
1;80x45;546800
5;1280x720;6889800
4;640x360;2387200
3;320x180;1189800
2;160x90;940100
1;80x45;876300
5;1280x720;6528300
4;640x360;2024700
3;320x180;1211600
2;160x90;1054800
1;80x45;920500
5;1280x720;6677200
4;640x360;2183300
3;320x180;1346600
2;160x90;1110300
1;80x45;1053300
5;1280x720;6785900
4;640x360;2350500
3;320x180;1627300
2;160x90;1071800
1;80x45;1045100
5;1280x720;6810300
4;640x360;1952700
3;320x180;1239300
2;160x90;1074800
1;80x45;1119900
5;1280x720;6590200
4;640x360;1972100
3;320x180;1153000
2;160x90;938100
1;80x45;894400
5;1280x720;6364000
4;640x360;1942200
3;320x180;741300
2;160x90;523400
1;80x45;444200
5;1280x720;6705800
4;640x360;2111500
3;320x180;1445100
2;160x90;1062300
1;80x45;994800
5;1280x720;6681500
4;640x360;2019600
3;320x180;1246300
2;160x90;725500
1;80x45;567700
5;1280x720;6807600
4;640x360;1956200
3;320x180;1123500
2;160x90;970300
1;80x45;886700
5;1280x720;6761400
4;640x360;2030200
3;320x180;734000
2;160x90;529700
1;80x45;460000
5;1280x720;6785100
4;640x360;1989900
3;320x180;1210900
2;160x90;1018100
1;80x45;951500
5;1280x720;6721200
4;640x360;1934600
3;320x180;1121600
2;160x90;969400
1;80x45;886200
5;1280x720;6735500
4;640x360;2135600
3;320x180;1377500
2;160x90;1303100
1;80x45;1033700
5;1280x720;6352200
4;640x360;1983500
3;320x180;1305200
2;160x90;1072000
1;80x45;874300
5;1280x720;6596200
4;640x360;2038400
3;320x180;1226100
2;160x90;1110700
1;80x45;1075700
5;1280x720;6947200
4;640x360;2222300
3;320x180;1396600
2;160x90;1127200
1;80x45;901700
5;1280x720;6686800
4;640x360;1971200
3;320x180;1128500
2;160x90;906300
1;80x45;874800
5;1280x720;6375500
4;640x360;2681000
3;320x180;1274100
2;160x90;1113400
1;80x45;1098100
5;1280x720;6917400
4;640x360;1947500
3;320x180;1107700
2;160x90;953900
1;80x45;889600
5;1280x720;6838700
4;640x360;2118200
3;320x180;920200
2;160x90;1102400
1;80x45;1246800
5;1280x720;6803800
4;640x360;2076700
3;320x180;1185000
2;160x90;1026400
1;80x45;979000
5;1280x720;6803400
4;640x360;2109600
3;320x180;1405600
2;160x90;1193000
1;80x45;1168900
5;1280x720;6691900
4;640x360;1897000
3;320x180;1110400
2;160x90;909100
1;80x45;876100
5;1280x720;6628000
4;640x360;1976800
3;320x180;911900
2;160x90;625800
1;80x45;551300
5;1280x720;6783400
4;640x360;2004200
3;320x180;1118300
2;160x90;932600
1;80x45;867100
5;1280x720;6714500
4;640x360;2047700
3;320x180;914800
2;160x90;1164300
1;80x45;766300
5;1280x720;7010000
4;640x360;2341800
3;320x180;1445700
2;160x90;1046900
1;80x45;909600
5;1280x720;7067800
4;640x360;2097700
3;320x180;1258400
2;160x90;1176300
1;80x45;1070900
5;1280x720;6337900
4;640x360;2025600
3;320x180;1227800
2;160x90;1028100
1;80x45;1047400
5;1280x720;6688100
4;640x360;2023500
3;320x180;1259800
2;160x90;985200
1;80x45;864700
5;1280x720;6874300
4;640x360;1552100
3;320x180;1309500
2;160x90;958400
1;80x45;919000
5;1280x720;6331600
4;640x360;1897100
3;320x180;1095700
2;160x90;927500
1;80x45;876000
5;1280x720;6832400
4;640x360;2002200
3;320x180;1243600
2;160x90;673000
1;80x45;1084400
5;1280x720;6792600
4;640x360;1943300
3;320x180;1295100
2;160x90;1119700
1;80x45;999300
5;1280x720;6824600
4;640x360;1954000
3;320x180;1304300
2;160x90;1206600
1;80x45;843400
5;1280x720;6915200
4;640x360;2165000
3;320x180;1421800
2;160x90;1191400
1;80x45;953200
5;1280x720;6345600
4;640x360;2001500
3;320x180;1219100
2;160x90;979300
1;80x45;976800
5;1280x720;6300100
4;640x360;3429700
3;320x180;1223500
2;160x90;1113500
1;80x45;993200
5;1280x720;6739400
4;640x360;2084500
3;320x180;1248700
2;160x90;1050000
1;80x45;1011700
5;1280x720;6670300
4;640x360;1954500
3;320x180;1109200
2;160x90;930700
1;80x45;888000
5;1280x720;6647600
4;640x360;1972300
3;320x180;784200
2;160x90;1089600
1;80x45;1026600
5;1280x720;7006300
4;640x360;2165500
3;320x180;1443600
2;160x90;817900
1;80x45;669300
5;1280x720;7148400
4;640x360;2224200
3;320x180;1477900
2;160x90;878600
1;80x45;792900
5;1280x720;6360900
4;640x360;1587200
3;320x180;1174600
2;160x90;948900
1;80x45;886400
5;1280x720;6919500
4;640x360;2148500
3;320x180;1186600
2;160x90;992000
1;80x45;893000
5;1280x720;6372500
4;640x360;7524500
3;320x180;1180400
2;160x90;1039600
1;80x45;1053300
5;1280x720;6307900
4;640x360;1684000
3;320x180;1284300
2;160x90;1090800
1;80x45;1056300
5;1280x720;7277700
4;640x360;2482100
3;320x180;929200
2;160x90;557700
1;80x45;445100
5;1280x720;7292700
4;640x360;2288600
3;320x180;1355700
2;160x90;1191500
1;80x45;992300
5;1280x720;6475400
4;640x360;2126300
3;320x180;1309500
2;160x90;1122900
1;80x45;995000
5;1280x720;6637300
4;640x360;2021500
3;320x180;885100
2;160x90;698500
1;80x45;616200
5;1280x720;6815900
4;640x360;1934000
3;320x180;1099000
2;160x90;1056100
1;80x45;873500
5;1280x720;6933600
4;640x360;2051600
3;320x180;1308200
2;160x90;615100
1;80x45;972300
5;1280x720;6965100
4;640x360;2045000
3;320x180;1264800
2;160x90;1131200
1;80x45;1005400
5;1280x720;6963200
4;640x360;2272600
3;320x180;1710200
2;160x90;1383600
1;80x45;1068500
5;1280x720;6284400
4;640x360;2120000
3;320x180;1400300
2;160x90;1071300
1;80x45;941700
5;1280x720;6649000
4;640x360;2086900
3;320x180;1292800
2;160x90;990600
1;80x45;979700
5;1280x720;6435600
4;640x360;1930800
3;320x180;1120100
2;160x90;929900
1;80x45;882000
5;1280x720;6520200
4;640x360;1904800
3;320x180;1197100
2;160x90;533800
1;80x45;1002400
5;1280x720;7098100
4;640x360;2121500
3;320x180;1385700
2;160x90;1120800
1;80x45;951700
5;1280x720;6783500
4;640x360;2152500
3;320x180;1364800
2;160x90;1211400
1;80x45;1033600
5;1280x720;6303900
4;640x360;1949700
3;320x180;1150700
2;160x90;1029100
1;80x45;881800
5;1280x720;6875500
4;640x360;2145300
3;320x180;1336000
2;160x90;1120700
1;80x45;1075500
5;1280x720;6835500
4;640x360;2526000
3;320x180;1494100
2;160x90;1152400
1;80x45;1063800
5;1280x720;6227600
4;640x360;2095600
3;320x180;1252900
2;160x90;1116800
1;80x45;989600
5;1280x720;6760000
4;640x360;1974100
3;320x180;761800
2;160x90;1116500
1;80x45;488200
5;1280x720;6809000
4;640x360;1955100
3;320x180;1183700
2;160x90;1182100
1;80x45;1240800
5;1280x720;6614200
4;640x360;2023600
3;320x180;1284000
2;160x90;1099300
1;80x45;948300
5;1280x720;6825000
4;640x360;2075000
3;320x180;827800
2;160x90;1077900
1;80x45;964100
5;1280x720;7092400
4;640x360;1989500
3;320x180;1139200
2;160x90;1070300
1;80x45;928200
5;1280x720;6758900
4;640x360;2075700
3;320x180;1409800
2;160x90;1260800
1;80x45;1098700
5;1280x720;7106900
4;640x360;2169500
3;320x180;1396700
2;160x90;1033100
1;80x45;955200
5;1280x720;7290100
4;640x360;2169200
3;320x180;1498700
2;160x90;1150900
1;80x45;1135300
5;1280x720;7177200
4;640x360;2093200
3;320x180;1296600
2;160x90;1202200
1;80x45;1181900
5;1280x720;6640800
4;640x360;2080200
3;320x180;1159600
2;160x90;627100
1;80x45;922800
5;1280x720;6691800
4;640x360;2053300
3;320x180;1257800
2;160x90;1084700
1;80x45;861400
5;1280x720;6795300
4;640x360;2015800
3;320x180;1149200
2;160x90;1005300
1;80x45;940800
5;1280x720;7056000
4;640x360;2419500
3;320x180;1411000
2;160x90;1069600
1;80x45;890000
5;1280x720;6740100
4;640x360;2033600
3;320x180;1221000
2;160x90;1039600
1;80x45;1030100
5;1280x720;7178400
4;640x360;2162800
3;320x180;1198000
2;160x90;950500
1;80x45;930100
5;1280x720;6628100
4;640x360;1956200
3;320x180;794300
2;160x90;775400
1;80x45;699500
5;1280x720;6672800
4;640x360;2039300
3;320x180;1402600
2;160x90;1122100
1;80x45;985000
5;1280x720;6851600
4;640x360;2158100
3;320x180;879000
2;160x90;612000
1;80x45;778700
5;1280x720;7182000
4;640x360;2023000
3;320x180;1177500
2;160x90;930100
1;80x45;1013400
5;1280x720;6710800
4;640x360;2088900
3;320x180;1313000
2;160x90;1085800
1;80x45;673300
5;1280x720;6717100
4;640x360;2248000
3;320x180;1552500
2;160x90;1112100
1;80x45;1106300
5;1280x720;6824600
4;640x360;2026900
3;320x180;1280900
2;160x90;1103200
1;80x45;1035400
5;1280x720;6684700
4;640x360;2025400
3;320x180;898100
2;160x90;746700
1;80x45;1044800
5;1280x720;6369500
4;640x360;2045700
3;320x180;1229500
2;160x90;1019100
1;80x45;1022800
5;1280x720;6826800
4;640x360;2177000
3;320x180;1469700
2;160x90;635700
1;80x45;627100
5;1280x720;6784900
4;640x360;1918400
3;320x180;1097100
2;160x90;935000
1;80x45;890800
5;1280x720;6835900
4;640x360;2076900
3;320x180;1219700
2;160x90;1002500
1;80x45;955600
5;1280x720;7428900
4;640x360;2263400
3;320x180;1301300
2;160x90;1050800
1;80x45;876800
5;1280x720;7353400
4;640x360;2559600
3;320x180;1941500
2;160x90;806900
1;80x45;508400
5;1280x720;7158700
4;640x360;2067000
3;320x180;1446200
2;160x90;1068100
1;80x45;908100
5;1280x720;7120900
4;640x360;2201200
3;320x180;1717800
2;160x90;1198300
