size;resolution;mask_size;nanoseconds
3;320x180;3x3;491000
3;320x180;5x5;385200
3;320x180;7x7;397900
3;320x180;9x9;421500
2;160x90;3x3;313500
2;160x90;5x5;315500
2;160x90;7x7;328600
2;160x90;9x9;326700
1;80x45;3x3;298500
1;80x45;5x5;300900
1;80x45;7x7;303200
1;80x45;9x9;307600
5;1280x720;3x3;2252900
5;1280x720;5x5;2470700
5;1280x720;7x7;2539600
5;1280x720;9x9;2874300
4;640x360;3x3;716600
4;640x360;5x5;935500
4;640x360;7x7;738900
4;640x360;9x9;857100
3;320x180;3x3;423800
3;320x180;5x5;437200
3;320x180;7x7;423200
3;320x180;9x9;447300
2;160x90;3x3;355700
2;160x90;5x5;325900
2;160x90;7x7;328100
2;160x90;9x9;357900
1;80x45;3x3;313800
1;80x45;5x5;330700
1;80x45;7x7;312500
1;80x45;9x9;324300
5;1280x720;3x3;4775000
5;1280x720;5x5;4579200
5;1280x720;7x7;3112400
5;1280x720;9x9;3306900
4;640x360;3x3;1198900
4;640x360;5x5;1229000
4;640x360;7x7;1268000
4;640x360;9x9;964500
3;320x180;3x3;444200
3;320x180;5x5;481100
3;320x180;7x7;517400
3;320x180;9x9;540700
2;160x90;3x3;549300
2;160x90;5x5;584400
2;160x90;7x7;436500
2;160x90;9x9;538400
1;80x45;3x3;449200
1;80x45;5x5;454000
1;80x45;7x7;464100
1;80x45;9x9;517900
5;1280x720;3x3;2035400
5;1280x720;5x5;2035600
5;1280x720;7x7;2635800
5;1280x720;9x9;3010900
4;640x360;3x3;959000
4;640x360;5x5;787500
4;640x360;7x7;753800
4;640x360;9x9;870500
3;320x180;3x3;405800
3;320x180;5x5;426500
3;320x180;7x7;415400
3;320x180;9x9;468000
2;160x90;3x3;400700
2;160x90;5x5;377800
2;160x90;7x7;340900
2;160x90;9x9;422500
1;80x45;3x3;355500
1;80x45;5x5;316700
1;80x45;7x7;351700
1;80x45;9x9;317500
5;1280x720;3x3;2247000
5;1280x720;5x5;2378200
5;1280x720;7x7;2378500
5;1280x720;9x9;2573200
4;640x360;3x3;759600
4;640x360;5x5;707200
4;640x360;7x7;767500
4;640x360;9x9;855800
3;320x180;3x3;471900
3;320x180;5x5;532200
3;320x180;7x7;501000
3;320x180;9x9;575600
2;160x90;3x3;408400
2;160x90;5x5;429800
2;160x90;7x7;437400
2;160x90;9x9;432900
1;80x45;3x3;359000
1;80x45;5x5;322700
1;80x45;7x7;321600
1;80x45;9x9;323000
5;1280x720;3x3;1996200
5;1280x720;5x5;2218200
5;1280x720;7x7;2274300
5;1280x720;9x9;2668000
4;640x360;3x3;804700
4;640x360;5x5;790900
4;640x360;7x7;788700
4;640x360;9x9;865100
3;320x180;3x3;466400
3;320x180;5x5;498300
3;320x180;7x7;522400
3;320x180;9x9;523300
2;160x90;3x3;410900
2;160x90;5x5;442200
2;160x90;7x7;422000
2;160x90;9x9;418100
1;80x45;3x3;434000
1;80x45;5x5;339600
1;80x45;7x7;332500
1;80x45;9x9;404700
5;1280x720;3x3;2167500
5;1280x720;5x5;2095900
5;1280x720;7x7;2342200
5;1280x720;9x9;2642000
4;640x360;3x3;672300
4;640x360;5x5;672400
4;640x360;7x7;734300
4;640x360;9x9;812900
3;320x180;3x3;502200
3;320x180;5x5;539800
3;320x180;7x7;546500
3;320x180;9x9;464100
2;160x90;3x3;451800
2;160x90;5x5;535600
2;160x90;7x7;432300
2;160x90;9x9;439100
1;80x45;3x3;507000
1;80x45;5x5;400000
1;80x45;7x7;413100
1;80x45;9x9;393500
5;1280x720;3x3;2145300
5;1280x720;5x5;2435800
5;1280x720;7x7;2470400
5;1280x720;9x9;2624400
4;640x360;3x3;719200
4;640x360;5x5;770000
4;640x360;7x7;840500
4;640x360;9x9;936400
3;320x180;3x3;473500
3;320x180;5x5;384300
3;320x180;7x7;399200
3;320x180;9x9;438600
2;160x90;3x3;313400
2;160x90;5x5;353800
2;160x90;7x7;324200
2;160x90;9x9;326800
1;80x45;3x3;394400
1;80x45;5x5;419900
1;80x45;7x7;332800
1;80x45;9x9;316200
5;1280x720;3x3;2255300
5;1280x720;5x5;1938300
5;1280x720;7x7;2075200
5;1280x720;9x9;2446100
4;640x360;3x3;605300
4;640x360;5x5;675700
4;640x360;7x7;766900
4;640x360;9x9;874900
3;320x180;3x3;450600
3;320x180;5x5;389200
3;320x180;7x7;417700
3;320x180;9x9;444900
2;160x90;3x3;319400
2;160x90;5x5;320600
2;160x90;7x7;361800
2;160x90;9x9;367600
1;80x45;3x3;305400
1;80x45;5x5;307400
1;80x45;7x7;310100
1;80x45;9x9;309600
5;1280x720;3x3;2110300
5;1280x720;5x5;1945400
5;1280x720;7x7;2250300
5;1280x720;9x9;2504800
4;640x360;3x3;651400
4;640x360;5x5;670000
4;640x360;7x7;741200
4;640x360;9x9;829900
3;320x180;3x3;499600
3;320x180;5x5;593800
3;320x180;7x7;611600
3;320x180;9x9;794400
2;160x90;3x3;497500
2;160x90;5x5;399200
2;160x90;7x7;344600
2;160x90;9x9;336100
1;80x45;3x3;305100
1;80x45;5x5;308600
1;80x45;7x7;311600
1;80x45;9x9;313500
5;1280x720;3x3;1983600
5;1280x720;5x5;1877000
5;1280x720;7x7;2152500
5;1280x720;9x9;2874400
4;640x360;3x3;817700
4;640x360;5x5;973200
4;640x360;7x7;811800
4;640x360;9x9;872300
3;320x180;3x3;482200
3;320x180;5x5;1189000
3;320x180;7x7;534100
3;320x180;9x9;526700
2;160x90;3x3;512600
2;160x90;5x5;644100
2;160x90;7x7;442100
2;160x90;9x9;430800
1;80x45;3x3;305700
1;80x45;5x5;330000
1;80x45;7x7;381400
1;80x45;9x9;311700
5;1280x720;3x3;2487500
5;1280x720;5x5;1951900
5;1280x720;7x7;2407200
5;1280x720;9x9;2711300
4;640x360;3x3;638100
4;640x360;5x5;782500
4;640x360;7x7;784500
4;640x360;9x9;872100
3;320x180;3x3;463800
3;320x180;5x5;476900
3;320x180;7x7;501600
3;320x180;9x9;529900
2;160x90;3x3;405700
2;160x90;5x5;442200
2;160x90;7x7;435400
2;160x90;9x9;401400
1;80x45;3x3;321700
1;80x45;5x5;313700
1;80x45;7x7;313200
1;80x45;9x9;311700
5;1280x720;3x3;2058900
5;1280x720;5x5;2053100
5;1280x720;7x7;2541300
5;1280x720;9x9;2605200
4;640x360;3x3;672300
4;640x360;5x5;762200
4;640x360;7x7;796100
4;640x360;9x9;932200
3;320x180;3x3;399400
3;320x180;5x5;385900
3;320x180;7x7;415900
3;320x180;9x9;448000
2;160x90;3x3;313700
2;160x90;5x5;326700
2;160x90;7x7;375900
2;160x90;9x9;339200
1;80x45;3x3;321200
1;80x45;5x5;338700
1;80x45;7x7;428500
1;80x45;9x9;450000
5;1280x720;3x3;2171200
5;1280x720;5x5;2273400
5;1280x720;7x7;2290900
5;1280x720;9x9;2592100
4;640x360;3x3;693500
4;640x360;5x5;748400
4;640x360;7x7;771000
4;640x360;9x9;848500
3;320x180;3x3;506900
3;320x180;5x5;517900
3;320x180;7x7;750200
3;320x180;9x9;485300
2;160x90;3x3;337400
2;160x90;5x5;396700
2;160x90;7x7;347000
2;160x90;9x9;372400
1;80x45;3x3;321000
1;80x45;5x5;315500
1;80x45;7x7;346800
1;80x45;9x9;346600
5;1280x720;3x3;2147800
5;1280x720;5x5;2232500
5;1280x720;7x7;2496800
5;1280x720;9x9;2696400
4;640x360;3x3;857900
4;640x360;5x5;842200
4;640x360;7x7;894800
4;640x360;9x9;983000
3;320x180;3x3;466200
3;320x180;5x5;387600
3;320x180;7x7;423600
3;320x180;9x9;439200
2;160x90;3x3;319000
2;160x90;5x5;326000
2;160x90;7x7;329100
2;160x90;9x9;349800
1;80x45;3x3;304700
1;80x45;5x5;327700
1;80x45;7x7;320300
1;80x45;9x9;314700
5;1280x720;3x3;2050000
5;1280x720;5x5;2245000
5;1280x720;7x7;2279300
5;1280x720;9x9;2706900
4;640x360;3x3;711600
4;640x360;5x5;638300
4;640x360;7x7;711500
4;640x360;9x9;777500
3;320x180;3x3;395900
3;320x180;5x5;385800
3;320x180;7x7;457400
3;320x180;9x9;557000
2;160x90;3x3;389800
2;160x90;5x5;332500
2;160x90;7x7;324400
2;160x90;9x9;343500
1;80x45;3x3;315400
1;80x45;5x5;302100
1;80x45;7x7;311800
1;80x45;9x9;312700
5;1280x720;3x3;2213100
5;1280x720;5x5;2081900
5;1280x720;7x7;2836900
5;1280x720;9x9;3066500
4;640x360;3x3;651700
4;640x360;5x5;708900
4;640x360;7x7;725400
4;640x360;9x9;873700
3;320x180;3x3;459500
3;320x180;5x5;434800
3;320x180;7x7;428900
3;320x180;9x9;451900
2;160x90;3x3;316500
2;160x90;5x5;326300
2;160x90;7x7;329500
2;160x90;9x9;334500
1;80x45;3x3;300700
1;80x45;5x5;309100
1;80x45;7x7;352300
1;80x45;9x9;361800
5;1280x720;3x3;2455300
5;1280x720;5x5;2276300
5;1280x720;7x7;2311200
5;1280x720;9x9;2549700
4;640x360;3x3;660300
4;640x360;5x5;872500
4;640x360;7x7;913100
4;640x360;9x9;1102200
3;320x180;3x3;712300
3;320x180;5x5;681000
3;320x180;7x7;612900
3;320x180;9x9;692100
2;160x90;3x3;442600
2;160x90;5x5;395700
2;160x90;7x7;334400
2;160x90;9x9;336100
1;80x45;3x3;305500
1;80x45;5x5;337900
1;80x45;7x7;745100
1;80x45;9x9;377300
5;1280x720;3x3;2563400
5;1280x720;5x5;2461700
5;1280x720;7x7;2818700
5;1280x720;9x9;2936600
4;640x360;3x3;812700
4;640x360;5x5;785800
4;640x360;7x7;856900
4;640x360;9x9;1016900
3;320x180;3x3;589700
3;320x180;5x5;486200
3;320x180;7x7;431200
3;320x180;9x9;436100
2;160x90;3x3;322100
2;160x90;5x5;323700
2;160x90;7x7;379000
2;160x90;9x9;380200
1;80x45;3x3;332400
1;80x45;5x5;375000
1;80x45;7x7;321000
1;80x45;9x9;319900
5;1280x720;3x3;2420800
5;1280x720;5x5;2630400
5;1280x720;7x7;2398900
5;1280x720;9x9;2500200
4;640x360;3x3;641000
4;640x360;5x5;737300
4;640x360;7x7;745900
4;640x360;9x9;819600
3;320x180;3x3;389800
3;320x180;5x5;431100
3;320x180;7x7;477000
3;320x180;9x9;460300
2;160x90;3x3;324200
2;160x90;5x5;327300
2;160x90;7x7;330500
2;160x90;9x9;339700
1;80x45;3x3;301900
1;80x45;5x5;303400
1;80x45;7x7;339300
1;80x45;9x9;335700
5;1280x720;3x3;2025500
5;1280x720;5x5;1970000
5;1280x720;7x7;2639100
5;1280x720;9x9;3002000
4;640x360;3x3;718600
4;640x360;5x5;755400
4;640x360;7x7;861300
4;640x360;9x9;903500
3;320x180;3x3;472900
3;320x180;5x5;489200
3;320x180;7x7;492700
3;320x180;9x9;553800
2;160x90;3x3;345400
2;160x90;5x5;373400
2;160x90;7x7;381700
2;160x90;9x9;339300
1;80x45;3x3;339600
1;80x45;5x5;311900
1;80x45;7x7;333400
1;80x45;9x9;328200
5;1280x720;3x3;2022500
5;1280x720;5x5;2114900
5;1280x720;7x7;2262600
5;1280x720;9x9;2640700
4;640x360;3x3;644100
4;640x360;5x5;733500
4;640x360;7x7;816300
4;640x360;9x9;826400
3;320x180;3x3;440900
3;320x180;5x5;440000
3;320x180;7x7;462400
3;320x180;9x9;482100
2;160x90;3x3;377600
2;160x90;5x5;418800
2;160x90;7x7;392200
2;160x90;9x9;434200
1;80x45;3x3;372200
1;80x45;5x5;353100
1;80x45;7x7;332000
1;80x45;9x9;369200
5;1280x720;3x3;2288700
5;1280x720;5x5;2019000
5;1280x720;7x7;2238100
5;1280x720;9x9;2506300
4;640x360;3x3;628200
4;640x360;5x5;615900
4;640x360;7x7;722600
4;640x360;9x9;812000
3;320x180;3x3;444200
3;320x180;5x5;481300
3;320x180;7x7;417300
3;320x180;9x9;458400
2;160x90;3x3;317500
2;160x90;5x5;329200
2;160x90;7x7;394700
2;160x90;9x9;336400
1;80x45;3x3;295000
1;80x45;5x5;335800
1;80x45;7x7;322400
1;80x45;9x9;317600
5;1280x720;3x3;2027400
5;1280x720;5x5;1909800
5;1280x720;7x7;2348800
5;1280x720;9x9;2845200
4;640x360;3x3;626500
4;640x360;5x5;693900
4;640x360;7x7;770400
4;640x360;9x9;828800
3;320x180;3x3;379100
3;320x180;5x5;511800
3;320x180;7x7;512200
3;320x180;9x9;565100
2;160x90;3x3;352000
2;160x90;5x5;330800
2;160x90;7x7;329300
2;160x90;9x9;335500
1;80x45;3x3;307000
1;80x45;5x5;307600
1;80x45;7x7;303300
1;80x45;9x9;304900
5;1280x720;3x3;2041100
5;1280x720;5x5;1955700
5;1280x720;7x7;2540900
5;1280x720;9x9;2627700
4;640x360;3x3;670500
4;640x360;5x5;946200
4;640x360;7x7;906200
4;640x360;9x9;862200
3;320x180;3x3;467700
3;320x180;5x5;458900
3;320x180;7x7;487000
3;320x180;9x9;551000
2;160x90;3x3;411500
2;160x90;5x5;365600
2;160x90;7x7;392100
2;160x90;9x9;367800
1;80x45;3x3;315200
1;80x45;5x5;318300
1;80x45;7x7;314200
1;80x45;9x9;309800
5;1280x720;3x3;2082700
5;1280x720;5x5;2373300
5;1280x720;7x7;2266200
5;1280x720;9x9;2622600
4;640x360;3x3;678000
4;640x360;5x5;696400
4;640x360;7x7;849600
4;640x360;9x9;886200
3;320x180;3x3;513500
3;320x180;5x5;415300
3;320x180;7x7;536100
3;320x180;9x9;539400
2;160x90;3x3;418100
2;160x90;5x5;405500
2;160x90;7x7;438200
2;160x90;9x9;460400
1;80x45;3x3;399000
1;80x45;5x5;393500
1;80x45;7x7;425700
1;80x45;9x9;389000
5;1280x720;3x3;2086300
5;1280x720;5x5;2147600
5;1280x720;7x7;2191000
5;1280x720;9x9;2538300
4;640x360;3x3;615200
4;640x360;5x5;805500
4;640x360;7x7;878400
4;640x360;9x9;902800
3;320x180;3x3;399700
3;320x180;5x5;393900
3;320x180;7x7;419800
3;320x180;9x9;452200
2;160x90;3x3;325300
2;160x90;5x5;416000
2;160x90;7x7;345400
2;160x90;9x9;340600
1;80x45;3x3;310300
1;80x45;5x5;308300
1;80x45;7x7;334700
1;80x45;9x9;328900
5;1280x720;3x3;2133500
5;1280x720;5x5;2057900
5;1280x720;7x7;2219000
5;1280x720;9x9;2587800
4;640x360;3x3;678500
4;640x360;5x5;698100
4;640x360;7x7;793400
4;640x360;9x9;895900
3;320x180;3x3;461800
3;320x180;5x5;688200
3;320x180;7x7;732300
3;320x180;9x9;593200
2;160x90;3x3;432900
2;160x90;5x5;321300
2;160x90;7x7;321400
2;160x90;9x9;329000
1;80x45;3x3;296900
1;80x45;5x5;298700
1;80x45;7x7;303200
1;80x45;9x9;342000
5;1280x720;3x3;2201900
5;1280x720;5x5;2185700
5;1280x720;7x7;2235300
5;1280x720;9x9;2619600
4;640x360;3x3;695900
4;640x360;5x5;793700
4;640x360;7x7;798800
4;640x360;9x9;861600
3;320x180;3x3;494900
3;320x180;5x5;474900
3;320x180;7x7;491700
3;320x180;9x9;487400
2;160x90;3x3;588900
2;160x90;5x5;409600
2;160x90;7x7;459100
2;160x90;9x9;350700
1;80x45;3x3;306500
1;80x45;5x5;306500
1;80x45;7x7;304400
1;80x45;9x9;309600
5;1280x720;3x3;2136700
5;1280x720;5x5;2058900
5;1280x720;7x7;2389400
5;1280x720;9x9;2935600
4;640x360;3x3;886500
4;640x360;5x5;967100
4;640x360;7x7;929400
4;640x360;9x9;853200
3;320x180;3x3;423000
3;320x180;5x5;468000
3;320x180;7x7;444900
3;320x180;9x9;514700
2;160x90;3x3;357800
2;160x90;5x5;343200
2;160x90;7x7;326100
2;160x90;9x9;384300
1;80x45;3x3;301800
1;80x45;5x5;315500
1;80x45;7x7;305000
1;80x45;9x9;354600
5;1280x720;3x3;1965200
5;1280x720;5x5;1947300
5;1280x720;7x7;2246300
5;1280x720;9x9;2650000
4;640x360;3x3;663000
4;640x360;5x5;707100
4;640x360;7x7;779100
4;640x360;9x9;858000
3;320x180;3x3;477900
3;320x180;5x5;488800
3;320x180;7x7;539900
3;320x180;9x9;535500
2;160x90;3x3;414400
2;160x90;5x5;401700
2;160x90;7x7;413800
2;160x90;9x9;443000
1;80x45;3x3;373900
1;80x45;5x5;398100
1;80x45;7x7;374500
1;80x45;9x9;421400
5;1280x720;3x3;2078900
5;1280x720;5x5;2044300
5;1280x720;7x7;2246900
5;1280x720;9x9;2695200
4;640x360;3x3;620800
4;640x360;5x5;845500
4;640x360;7x7;842100
4;640x360;9x9;841900
3;320x180;3x3;442800
3;320x180;5x5;437900
3;320x180;7x7;462800
3;320x180;9x9;468400
2;160x90;3x3;362800
2;160x90;5x5;325100
2;160x90;7x7;331700
2;160x90;9x9;534600
1;80x45;3x3;464200
1;80x45;5x5;462200
1;80x45;7x7;349300
1;80x45;9x9;317700
5;1280x720;3x3;2165700
5;1280x720;5x5;2139600
5;1280x720;7x7;2214700
5;1280x720;9x9;2665300
4;640x360;3x3;662100
4;640x360;5x5;759100
4;640x360;7x7;763700
4;640x360;9x9;825600
3;320x180;3x3;403700
3;320x180;5x5;402200
3;320x180;7x7;396600
3;320x180;9x9;463000
2;160x90;3x3;324300
2;160x90;5x5;369400
2;160x90;7x7;334000
2;160x90;9x9;336300
1;80x45;3x3;321100
1;80x45;5x5;327500
1;80x45;7x7;321300
1;80x45;9x9;321800
5;1280x720;3x3;1983600
5;1280x720;5x5;1928800
5;1280x720;7x7;2312600
5;1280x720;9x9;2609300
4;640x360;3x3;941300
4;640x360;5x5;794900
4;640x360;7x7;932500
4;640x360;9x9;950200
3;320x180;3x3;403800
3;320x180;5x5;380600
3;320x180;7x7;397500
3;320x180;9x9;434700
2;160x90;3x3;312400
2;160x90;5x5;386600
2;160x90;7x7;389800
2;160x90;9x9;402000
1;80x45;3x3;477700
1;80x45;5x5;389100
1;80x45;7x7;376800
1;80x45;9x9;309400
5;1280x720;3x3;1904400
5;1280x720;5x5;1939200
5;1280x720;7x7;2260100
5;1280x720;9x9;2475000
4;640x360;3x3;633400
4;640x360;5x5;647700
4;640x360;7x7;695400
4;640x360;9x9;813200
3;320x180;3x3;378600
3;320x180;5x5;385600
3;320x180;7x7;395400
3;320x180;9x9;472200
2;160x90;3x3;312000
2;160x90;5x5;355900
2;160x90;7x7;386000
2;160x90;9x9;360600
1;80x45;3x3;318300
1;80x45;5x5;306300
1;80x45;7x7;320500
1;80x45;9x9;348900
5;1280x720;3x3;2168200
5;1280x720;5x5;2065400
5;1280x720;7x7;2281200
5;1280x720;9x9;2579800
4;640x360;3x3;630400
4;640x360;5x5;678000
4;640x360;7x7;809700
4;640x360;9x9;887500
3;320x180;3x3;450400
3;320x180;5x5;483900
3;320x180;7x7;496500
3;320x180;9x9;444000
2;160x90;3x3;334800
2;160x90;5x5;322300
2;160x90;7x7;338200
2;160x90;9x9;332900
1;80x45;3x3;302900
1;80x45;5x5;338300
1;80x45;7x7;319200
1;80x45;9x9;321300
5;1280x720;3x3;2279800
5;1280x720;5x5;2221800
5;1280x720;7x7;2300500
5;1280x720;9x9;2659100
4;640x360;3x3;724000
4;640x360;5x5;719300
4;640x360;7x7;803900
4;640x360;9x9;930200
3;320x180;3x3;476300
3;320x180;5x5;472600
3;320x180;7x7;497700
3;320x180;9x9;534600
2;160x90;3x3;374000
2;160x90;5x5;339000
2;160x90;7x7;324900
2;160x90;9x9;344200
1;80x45;3x3;331900
1;80x45;5x5;301800
1;80x45;7x7;377800
1;80x45;9x9;367100
5;1280x720;3x3;2196200
5;1280x720;5x5;2126200
5;1280x720;7x7;2190900
5;1280x720;9x9;2508100
4;640x360;3x3;644200
4;640x360;5x5;668000
4;640x360;7x7;754100
4;640x360;9x9;873100
3;320x180;3x3;495300
3;320x180;5x5;527800
3;320x180;7x7;595500
3;320x180;9x9;459700
2;160x90;3x3;328900
2;160x90;5x5;308900
2;160x90;7x7;321600
2;160x90;9x9;322500
1;80x45;3x3;293600
1;80x45;5x5;294300
1;80x45;7x7;302500
1;80x45;9x9;303200
5;1280x720;3x3;2129400
5;1280x720;5x5;2092700
5;1280x720;7x7;2295100
5;1280x720;9x9;2764900
4;640x360;3x3;642200
4;640x360;5x5;744900
4;640x360;7x7;774400
4;640x360;9x9;847100
3;320x180;3x3;429200
3;320x180;5x5;456800
3;320x180;7x7;505400
3;320x180;9x9;537500
2;160x90;3x3;432800
2;160x90;5x5;414200
2;160x90;7x7;413900
2;160x90;9x9;402100
1;80x45;3x3;377500
1;80x45;5x5;389000
1;80x45;7x7;389800
1;80x45;9x9;396900
5;1280x720;3x3;2088500
5;1280x720;5x5;1976800
5;1280x720;7x7;2278200
5;1280x720;9x9;2523200
4;640x360;3x3;645100
4;640x360;5x5;770800
4;640x360;7x7;744800
4;640x360;9x9;821800
3;320x180;3x3;426400
3;320x180;5x5;441300
3;320x180;7x7;465200
3;320x180;9x9;467800
2;160x90;3x3;368300
2;160x90;5x5;354500
2;160x90;7x7;351400
2;160x90;9x9;333900
1;80x45;3x3;298500
1;80x45;5x5;324400
1;80x45;7x7;317100
1;80x45;9x9;304000
5;1280x720;3x3;1963300
5;1280x720;5x5;1980300
5;1280x720;7x7;2323400
5;1280x720;9x9;2647000
4;640x360;3x3;944400
4;640x360;5x5;950800
4;640x360;7x7;1022500
4;640x360;9x9;1105400
3;320x180;3x3;562900
3;320x180;5x5;496500
3;320x180;7x7;478300
3;320x180;9x9;540300
2;160x90;3x3;441100
2;160x90;5x5;360900
2;160x90;7x7;373500
2;160x90;9x9;336900
1;80x45;3x3;299700
1;80x45;5x5;298200
1;80x45;7x7;305900
1;80x45;9x9;307100
5;1280x720;3x3;2189300
5;1280x720;5x5;2073000
5;1280x720;7x7;2474000
5;1280x720;9x9;2959900
4;640x360;3x3;666700
4;640x360;5x5;810000
4;640x360;7x7;760900
4;640x360;9x9;842400
3;320x180;3x3;451800
3;320x180;5x5;514500
3;320x180;7x7;578900
3;320x180;9x9;535400
2;160x90;3x3;403700
2;160x90;5x5;399200
2;160x90;7x7;417600
2;160x90;9x9;403200
1;80x45;3x3;346300
1;80x45;5x5;340100
1;80x45;7x7;364100
1;80x45;9x9;316600
5;1280x720;3x3;2003800
5;1280x720;5x5;2053700
5;1280x720;7x7;2486100
5;1280x720;9x9;2708400
4;640x360;3x3;690200
4;640x360;5x5;705400
4;640x360;7x7;771800
4;640x360;9x9;835800
3;320x180;3x3;501200
3;320x180;5x5;476900
3;320x180;7x7;468700
3;320x180;9x9;488000
2;160x90;3x3;394300
2;160x90;5x5;356400
2;160x90;7x7;321400
2;160x90;9x9;325600
1;80x45;3x3;291700
1;80x45;5x5;295800
1;80x45;7x7;300300
1;80x45;9x9;301200
5;1280x720;3x3;2045500
5;1280x720;5x5;2019100
5;1280x720;7x7;2363400
5;1280x720;9x9;2712900
4;640x360;3x3;698800
4;640x360;5x5;745900
4;640x360;7x7;781300
4;640x360;9x9;874700
3;320x180;3x3;487900
3;320x180;5x5;503400
3;320x180;7x7;537500
3;320x180;9x9;540900
2;160x90;3x3;403600
2;160x90;5x5;367500
2;160x90;7x7;360800
2;160x90;9x9;359300
1;80x45;3x3;326600
1;80x45;5x5;319800
1;80x45;7x7;303600
1;80x45;9x9;328800
5;1280x720;3x3;2065800
5;1280x720;5x5;2087200
5;1280x720;7x7;2165700
5;1280x720;9x9;2509900
4;640x360;3x3;732900
4;640x360;5x5;787000
4;640x360;7x7;873200
4;640x360;9x9;1023400
3;320x180;3x3;475200
3;320x180;5x5;431100
3;320x180;7x7;440500
3;320x180;9x9;457100
2;160x90;3x3;348500
2;160x90;5x5;340800
2;160x90;7x7;370700
2;160x90;9x9;378600
1;80x45;3x3;340700
1;80x45;5x5;316000
1;80x45;7x7;335900
1;80x45;9x9;379000
5;1280x720;3x3;2273200
5;1280x720;5x5;2100200
5;1280x720;7x7;2212900
5;1280x720;9x9;2713100
4;640x360;3x3;664900
4;640x360;5x5;665900
4;640x360;7x7;758700
4;640x360;9x9;851500
3;320x180;3x3;395800
3;320x180;5x5;383100
3;320x180;7x7;429900
3;320x180;9x9;453500
2;160x90;3x3;314200
2;160x90;5x5;319800
2;160x90;7x7;318100
2;160x90;9x9;364500
1;80x45;3x3;305000
1;80x45;5x5;298200
1;80x45;7x7;299300
1;80x45;9x9;303400
5;1280x720;3x3;2272100
5;1280x720;5x5;2192100
5;1280x720;7x7;2417700
5;1280x720;9x9;2695900
4;640x360;3x3;724700
4;640x360;5x5;799100
4;640x360;7x7;817900
4;640x360;9x9;963900
3;320x180;3x3;580300
3;320x180;5x5;652400
3;320x180;7x7;530800
3;320x180;9x9;531000
2;160x90;3x3;344100
2;160x90;5x5;365100
2;160x90;7x7;397200
2;160x90;9x9;359700
1;80x45;3x3;322600
1;80x45;5x5;324500
1;80x45;7x7;330000
1;80x45;9x9;330900
5;1280x720;3x3;2774400
5;1280x720;5x5;2481500
5;1280x720;7x7;2511100
5;1280x720;9x9;2883000
4;640x360;3x3;734300
4;640x360;5x5;753300
4;640x360;7x7;813700
4;640x360;9x9;1039900
3;320x180;3x3;591700
3;320x180;5x5;682700
3;320x180;7x7;669300
3;320x180;9x9;461900
2;160x90;3x3;338300
2;160x90;5x5;413700
2;160x90;7x7;490400
2;160x90;9x9;567200
1;80x45;3x3;558400
1;80x45;5x5;412000
1;80x45;7x7;452200
1;80x45;9x9;463600
5;1280x720;3x3;2298600
5;1280x720;5x5;2344100
5;1280x720;7x7;2449400
5;1280x720;9x9;2721900
4;640x360;3x3;605200
4;640x360;5x5;724100
4;640x360;7x7;854800
4;640x360;9x9;921900
3;320x180;3x3;558500
3;320x180;5x5;588700
